sale_timestamp,customer_id,sale_amount,product_id
2014-03-14 20:01:10.617 UTC,dZkMhc0WQf9cYqxAygz+ohI0A83HSo8mMq0WwURghxA=,4.1,100170
2014-10-21 04:57:01.513 UTC,VFpIxidylfHOCi/SOtSfUKJ+lPvMhP+YswlBdzSUjUw=,60.75,106081
2014-04-01 13:39:07.073 UTC,moo4SKqEznS5gomhK/mvG4ArIWw/czdCZt+YGOsxx+0=,70.85,105742
2014-03-30 15:16:05.447 UTC,em1V4D+YUri1vy9hlNHx+rpYr8OGwNp4tXmPn10QEaA=,40.48,105009
2011-07-18 22:14:42.083 UTC,Bxnr7MoAqIe67jUGyv8HQ2DTyg+lRtQDzgkGvuV8s2U=,17.98,107746
2014-12-03 15:17:03.747 UTC,Tgqw0tgBDQ7zIoX3yHIgrhFcfiXPUvQUIBnEHw+LgM0=,60.75,105404
2014-06-30 10:05:21.637 UTC,pO803gI0pwrOmBTGDWdjUe25z69Won54fSByvTUxdh0=,74.0,106171
2014-07-24 08:17:11.560 UTC,RXUzPLNzF9xrfljpuzcac2VXZMcO37JXW2wzDtSqRuU=,52.5,105407
2014-05-09 08:20:28.070 UTC,TwBU7fWwrpY6XDCODt7Wv0Bkf/1W04MnQRQrpeUiCkU=,54.97,106108
2014-05-03 14:57:19.290 UTC,629Gl97uL1TyO3TKZadVowmDThmguPnSl88Oxhxmy/M=,51.48,105009
2010-02-12 21:08:03.560 UTC,IL2CD0OWjIwt9EQpcj5tEafiu+0Vmgn2fE8zoRczuqI=,34.55,85929
2012-02-13 05:48:21.780 UTC,DWeyMiR/N5b3IncOOICzy+crOuuLhLPJa+TzzLHSGYM=,16.55,86026
2014-03-23 19:02:25.983 UTC,fL+AtCy4RcptyGqZQ2zX1hrU+zgPsICDgC08BxMTnOI=,81.0,105657
2013-03-22 13:48:31.713 UTC,zk8wkjVv6nRuQJqF7YArA1sxLpbu+duXh9o0ARAofqc=,34.93,105163
2012-09-21 00:43:44.970 UTC,l6Is3bhSwzpQr9dlXyLgkYWVfNHVqdQn74o9TOqVyzs=,43.32,104448
2013-04-18 20:38:36.177 UTC,AG7nJFmw/LUwixsNFaRusdR4HHGnutdCBAGM8WhJ2f4=,10.2,107746
2014-06-29 20:28:21.897 UTC,B5ugRLkAklk2mkA4c1Q8uAuZ771b5DoAXoLD7y1tYbk=,41.2,104466
2013-04-18 20:02:23.250 UTC,WR5bzgizZQqmAN63xtr51glGhcm1WVIYJVZ6jOOVzeM=,51.42,104449
2014-11-19 08:33:31.620 UTC,BEyG/C4jduVPgg+yAFpVtRvC1ke99ilZMVI8+ti4o28=,41.0,104746
2012-02-10 11:49:26.953 UTC,GIHiiYTUZ+wHCftKX8H8P8LTysPDdosw13GG+v0kiTQ=,50.38,86318
2013-06-05 21:49:48.203 UTC,VUj7kv7n9MmieWe59oAKlp3axwKhGZOOBVSZSdhb8FY=,42.07,104466
2012-02-07 23:25:42.020 UTC,KXPkMJgEAaJu4KL91ShtPCpeiBDLBqEYICDzWkKjp4o=,50.38,86318
2011-12-21 09:27:56.723 UTC,+Nxh7XIsL9eY9RXZ+I5xJWVfF31xnMNz6GIg16OL8U0=,74.0,95917
2014-04-15 15:47:13.723 UTC,Fw8QfCw0KGgQU4OG4rdFbkdDZ0vmuswkMqXKYW1JTvY=,73.38,105762
2013-03-07 21:47:10.730 UTC,QKTQT+adQGSTRMiEnhzfiXggym2RW1JR2CFe2pZIrYM=,62.55,95930
2012-06-21 08:33:55.063 UTC,3lIGTC/5SzVamZ+97tBKlH3+szqnG5qd+IHtO3zcg4I=,169.97,101985
2014-05-18 18:55:16.170 UTC,EZL37M40gG1kEJcn4emFpR/xnJvK3cAGMWTxHMD0Pgk=,26.0,739
2014-05-29 17:26:38.553 UTC,pAckfLECZUCEime8IKczbS0zIF5mdsKf0z9jJ7MavRA=,90.75,105754
2012-09-04 07:39:26.440 UTC,3oW0487BizV5J5LVn7cF510UU7yVyJ2ZnnQWIyAArIs=,4.92,104734
2011-05-23 10:53:48.533 UTC,dX9HVENgW9UfX1LqEefJAyrToVUFYOvIjYoIWHkWXy4=,170.0,99902
2014-05-29 10:07:51.853 UTC,rPfk4ZyyE6Wif5TG0z8xRDTZERBYyJeQXN7htB5le2c=,16.98,105747
2013-05-15 15:13:07.070 UTC,6FO7AHZTVcGrEIZbkStDH09G2aGPMUIdN6kT8vNTZvQ=,63.03,105589
2010-07-12 16:12:59.110 UTC,drBhD5jyXMZtlny8n/kVrce4iSMQ1/3k4ODqXQL8MTs=,65.97,85675
2013-06-06 19:05:30.563 UTC,D1HZi3KHsIOov8QoFojzGGfBwjOVRCeu8lR0JEH7VlM=,63.25,85651
2013-08-03 12:43:46.413 UTC,pMsELqz7OWPP022CvmgIHdlDy9imoNJCHwrcxqL6hoM=,64.52,105411
2014-02-13 10:44:51.330 UTC,T0TODZcp7GF5ycgqxuToRX/E1M9wl3WsOmEjF4nrz/g=,62.23,105393
2013-07-02 20:28:29.260 UTC,XOLHpr2j92idW/gu+ME6LiVo9aZ9y6VPJEoPYvD8lSE=,12.02,104588
2012-03-04 16:39:46.393 UTC,0064KCs+GCUqbfoY2dJqIGnEsGfJUQIAJxeYsQR096A=,65.97,85689
2013-05-03 12:14:38.700 UTC,XTWvaC7DRQDJ60vO3fCWmaHsRzmESISz9RX1/d29Zzs=,74.47,97828
2014-04-23 02:26:21.327 UTC,uvza11rcKYdCNqmLh8GhDivDf66DbKTLi/Kd7ZSGDOY=,60.75,105404
2012-01-27 01:43:45.053 UTC,EF/PFkK5DT+3lhXfIcqezfzR0lyELt8XIj0JP8E3mbc=,10.1,107746
2014-11-18 09:43:08.560 UTC,W7USX9h/1JzenDPNggCrBeP8D/MtA+JdZRO+mLGJZUw=,104.0,97266
2013-06-14 13:08:43.310 UTC,APPU6l8X5zQ5ebUqkC3lHgcY5cH76GC9fsFpYHZNP3A=,12.02,562
2014-04-28 13:23:57.990 UTC,0L6YmNHpFMAPhulpREV/HKe5EdwdIxJfkAbVmPF4F7c=,70.85,105409
2012-01-04 11:15:00.603 UTC,fPNuX4ENJx88A8dK1kgGTcCCYaDG6p8TI761uSMosmk=,130.0,97776
2011-11-25 17:50:35.907 UTC,ohoq2EW1KA2UIMVVl9ZXbUzD2PtboPrvRu9H7xdxsks=,46.0,101963
2014-05-01 21:05:14.897 UTC,1luZb5R3ZcmC3w8niOTVE7AgvOZEQc4O4e4NKx9q1a8=,41.2,104445
2014-03-17 04:01:12.783 UTC,jGuGwHbA7Z9Y887liPBiGNFfK2kIcs21Rmw+QvnXEEc=,50.63,106097
2011-12-19 09:53:35.613 UTC,CHjZBnGVcthfeTe5Y1y2VVcJIqe1UqyD7iOPCZ9rTLk=,43.3,93148
2013-10-18 08:14:33.950 UTC,DL3sHvCvKCUubyBK5HryCol/rskp9lx3HhPmm5cskEk=,107.78,100122
2014-09-12 10:16:35.760 UTC,VuYtqXgsnpaQdyJVLDxOC0XUwoJpMXjHeP9UDyidaWA=,200.0,691
2013-10-28 10:05:22.367 UTC,JZlBjtJxB9BsBkKnM8FicDM319Y3XREafpGNTl5Diw4=,33.27,735
2014-12-11 23:24:07.587 UTC,9AsM+LLGu4R9Zf7U57VcNGfu+DgtXSLzuwmboYWv/8k=,90.3,105734
2011-12-30 20:06:04.893 UTC,ChFjJ43Hl4DJlSMmJBYU8c4y8VjAWvXVtWANc7YZMdo=,2.48,98096
2012-02-13 14:49:18.233 UTC,XRsEX1BeRT03FY6l2D9nL7U1dR05La1rTqowHnnKfHY=,129.97,98672
2014-06-25 17:30:46.330 UTC,q9H2XOKaLCMWgL3qM+kIuIfOl80osdaGR0equ0buanU=,20.6,103927
2014-12-09 13:02:36.720 UTC,eOrtMly9xKNW69CN7PRYRNLpdWFyn5UOxeznXGJoieY=,72.0,107107
2013-04-11 08:46:33.247 UTC,wQwpa5qWQKgiK+O9DC9QBit5ztV7pataALNsPGxxbbQ=,72.42,98671
2014-05-18 06:02:32.870 UTC,YjkDToRZK1sz1ag6vd2+ZW38kBQM+3XgIfs7hcnEP9I=,72.07,105433
2014-02-13 10:24:59.400 UTC,DgNpiOD3BYvglefkYehElh4tmpW56PhBg85mGH4ofvw=,34.0,733
2014-06-09 08:59:52.790 UTC,KujhSNmHfEe9W6x/CH34j9CGEJCUELiJvrLYGBflXIA=,41.2,104466
2011-12-30 12:07:45.937 UTC,Lvc191DxlWAC9Vqqk46YZkEnOcHlxTAwDDn0u383DaA=,2.48,98096
2014-04-29 10:24:41.460 UTC,6E9q16zvP/SG6S1I38yddzUc5J2VNOexlnTLo/ISvh0=,15.05,86023
2014-04-16 19:12:55.583 UTC,iQyHt5VAEwDs7SMkAEy1RP+Yu5lbomkJZIF1cr8lsc8=,51.5,106131
2014-06-09 18:14:09.700 UTC,Q9KCojx7aPU/IheCEppJifGF6G1DqPIVbOWsmsFc1nM=,50.63,105407
2014-07-01 20:12:15.967 UTC,Vs/8XJ6Y23vtS37LMS5klsME0kIEMQr6wcxyugMpUo4=,61.8,106075
2014-06-12 18:56:36.200 UTC,gKO9w6CAxAOIKN4G1Lk0T8QRYh/QoHb3hyeQlk69PVQ=,50.63,106264
2011-06-30 22:17:32.637 UTC,+DKGIwuKBMmggXdt6jqZXLBBlWvrFwJRL7RPz+a89aY=,36.78,85633
2010-02-05 06:39:20.607 UTC,t9PeF07+U6NwSwtBjddbPAEfX2BDPMrveLYV9/DwG0M=,200.0,86276
2012-03-12 01:12:51.533 UTC,Ls+1N+s4hmapWncP6CLraSxNxMk/JFVhfmXi2mP/hzA=,10.22,107732
2013-10-22 16:58:57.477 UTC,ro2MjffxJSmcLsbJxIYYztDzHU61wCigmi2BRGOtbDg=,58.65,101952
2014-03-18 14:01:57.557 UTC,PWFwJfXosjOOJ35oDo3Cg8cFXZBEXgteRlqVyQdUbAQ=,51.85,105393
2011-12-02 14:52:49.677 UTC,pMbAH7ebj0ySOAL9uJwIft05wxTdipyjR3Ya8y2gBZ4=,116.0,93588
2013-03-07 10:46:05.793 UTC,dP22ikBku99IA8vNdM2udBxrCbEXm3r46FmiX4+E+5c=,48.13,105395
2014-12-13 16:10:47.567 UTC,ws7S+AkvQwTURgzDEk5l7A4SNjBqIm2m/TD24vBEdf0=,42.0,105893
2013-06-14 13:25:26.247 UTC,5V4IzJTOrwg4zAuX6dC16+df8BoXol8NMVVSlUQR2HA=,74.5,102025
2014-11-11 20:51:34.950 UTC,G8l08Ahi1cafBGX6BwdyxcC4FnSucXnfh9Olvgv8HYY=,26.0,99173
2013-04-26 16:16:44.573 UTC,7uKfxSLXT7CrwQ2oFBnz/WlLRlj1k+XH7zS5drIj/RY=,52.3,85644
2010-01-27 07:32:24.777 UTC,XPTTqeozsVhwrbitVctuxd5jsgOZUNkvE/P5fNFSekU=,24.47,71609
2014-08-31 08:45:52.170 UTC,8iqGfMc0JejrSPYaDoPh4xFpn8loTDm9vyEVQBCpjec=,124.98,106290
2014-08-21 14:53:04.450 UTC,DO8iRaIdREQWFKYlINWaI2J6EK53uMUB7Nf4FVzxMW4=,50.6,98658
2013-08-28 13:50:51.560 UTC,etQowJvaP2mZ4iLLU3viijkrBcjaTXEQk4Ff6mEyP7s=,70.67,99864
2013-09-05 20:23:07.640 UTC,JZGWB3sAG81AaOggvAmylzuIIHdgvzXhNht3pZVcsoQ=,59.05,105373
2010-01-19 09:26:21.310 UTC,aB4HwtQvMWAQW/51xvhStGGdlpd87b/DszKSb8N5sWw=,98.0,89621
2012-04-03 15:39:56.617 UTC,HF6nhwZ7mpdv7oP1q1VZAwJJeN4IVoNC/4Oy67Y9QbU=,10.63,107732
2014-07-21 07:48:18.927 UTC,hVroGFy9gdQdG5Xp4osDksKj70K3uFfHRcXnR+fHu68=,60.75,106238
2014-12-19 16:01:18.557 UTC,Zqm/DEl9a69rkCY/NXROFp/MeNzgUEVjRkK6sHUGTQw=,34.0,107041
2012-05-11 19:46:30.537 UTC,BMfhTHLEHe0PCuCJFtK2Se4Q0PP5n6if7IR+EZ3er+Q=,10.58,107732
2013-08-31 06:12:35.077 UTC,aIc1X5iMGAoxsdIk2yZBhVxOqmTVIO94e6bAi7K2FBQ=,12.88,107746
2012-04-11 18:43:54.903 UTC,o85/99Q/hsC2F7qt8Pg6JDqDb2Rc/IQ4RkdJFYQnYN8=,21.45,107732
2011-09-14 11:13:24.943 UTC,4tORmvvyp+Ves3RnSirC3Seov0Y/SPzVLk8Wu/stRKg=,5.98,107723
2014-08-20 18:20:38.497 UTC,PukMdbgHAcs6fdyVIp3W0aQONGsv1MUKf7r6F6+idcw=,71.47,106248
2013-08-14 08:32:07.167 UTC,LG71jQC+HHsP5KWdVH7uCTPc2nfdLcZ8EDaAKYspDtU=,14.42,86026
2014-05-08 12:37:34.217 UTC,zBxOHk2ZKT3R/NJo3d5+Jq2HXslD6Sjo3Q2J2yTzBOg=,81.5,99859
2011-04-14 14:56:46.733 UTC,+QsDwKFooyrBBMlqMruO2oZ9LYgXjufJvMkrkyTsBfs=,10.75,107746
2013-05-20 13:21:42.427 UTC,mkeqFeo+Mt5YXzyovdma8K1Nrz/e7xnw//tAj1BxPh0=,65.63,103937
2014-08-16 08:31:40.703 UTC,ZJ5WxvoTXGRQnTpmoV0o/r62LYWaZ8HGVPeIhDasIKA=,41.0,104481
2014-10-31 11:17:11.990 UTC,Vt/rFc2FL9CJzHouQDgkRR3ozYNyx1ezSG8oOama/0Q=,16.53,86024
2012-04-16 10:56:51.543 UTC,GKGfsgsKAh1xtYuLHguzPhnBz9AsZu0AlzNUMaTjS/c=,50.1,98658
2012-03-12 15:48:52.677 UTC,FiMfoHIYuEPs7r5lwmhiPfFsBAJGs7KJIoZs6tzhpBQ=,44.9,102345
2010-02-17 14:10:19.970 UTC,UXkfru96qMKMAHq0E4UECvV+U0OMs/bCTsM7zXX+MpQ=,52.0,95046
2013-12-05 20:45:12.990 UTC,Yma0djoXU1u1XCbcgiV8eLOCbvRqLYhsPRqB0/NZLck=,84.15,104906
2010-02-10 23:41:25.037 UTC,8z2PV3nFdKEP18Vn8zTtIMWoSg8rUBvTyZlrD0jrBfc=,75.97,95543
2013-12-17 20:37:27.590 UTC,B+2vZ3sfxzCDOlfEEta0oD5zt730DqYe2kFFkdxB+hM=,70.95,105691
2013-12-25 14:12:32.897 UTC,vBS5xk05o8LKWKJAhMCaG5P2FAhApsaRLADp8KEq6qQ=,46.88,96750
2012-03-07 11:24:56.703 UTC,3zDw+fzzDmXVBEFm5KNkKMJ9WnPDfBNSBHjPskRqhtQ=,48.88,100171
2010-06-08 22:10:24.633 UTC,yZgTSCWZwf6bO0uFzktUFhCSLoH7iRJaNQDsqROX7nc=,48.0,97379
2012-10-22 21:16:53.843 UTC,bSQnQkN5jdMMNmLZ8jMT86LYuNw+XbBmC7vk8Ehn9Oc=,65.97,98708
2012-12-12 18:50:37.100 UTC,0SzvejHK2U4sSmOZCkAfu7Tj7+DWQHnrFw6mbHQmWDU=,16.57,97360
2013-07-19 04:04:03.410 UTC,Gjty1EfQq/SUhFcG8jJehyUcWNWCuV9ZoSpxsPsLib4=,13.5,107746
2014-01-24 17:33:57.367 UTC,oAfhnE4vJ9vSdO4pq8hWKgW/8A7vKNTPvc1pNxSCnOA=,29.98,86037
2012-05-04 19:03:49.820 UTC,+0bbuE6oZ7ROv78PGLpxkOUfpZ4xKP6V2yxzsa3knpc=,10.18,107732
2010-06-23 15:11:18.800 UTC,Vtv1K8sZ8rXbQdH+HeLKeUKKz6S/ihQl1pN1aZwvuww=,63.98,85701
2014-03-10 00:23:21.367 UTC,JfojLuH+6HKJ5L9Odlu8HgpJmgZhHO1iuJxjOHVVTzU=,72.07,98664
2013-12-23 18:55:10.887 UTC,7R0iFjsBb2RI29Wak1N0TseCjS7AHGa6gr1VFsV1gYg=,33.27,99494
2012-03-12 17:30:14.253 UTC,GOw0PyV37CxVsMBSC1S60pmH801cYq66gvCyv9i4umI=,44.9,102345
2014-09-22 15:32:22.640 UTC,fNx4ngdwO+IeAiE0zYljoGrZfrYsfK/OyIBIbnJ966U=,61.05,101953
2014-07-31 15:11:41.557 UTC,s2lMx7ATgWC2q6hKCyYRNpDJNa8QFiGZKAl39kRhYlo=,72.38,105423
2010-01-17 23:43:34.997 UTC,CL+Y0lbK81afS4aPgiIdmzULTK5uMWemI1F7GwIzL7A=,18.63,517
2014-12-15 09:17:11.883 UTC,VcK2D/yO9NbwMb7Mb599s5mB4SgOOtOBfPXz1aVPB8s=,220.3,105834
2014-07-29 20:34:52.917 UTC,lc/Zpnc2fKOgBmYWUpZ4lWPBHGNbjZwDFtGhy+hMK5s=,93.22,105800
2010-01-25 11:39:32.980 UTC,xHmwag5XRZulb0NHrlQy5BRGdPqDprOYz2ZeQ1hQN4w=,58.0,95054
2012-03-12 13:42:38.460 UTC,QTMj0k3XvdDTLBLMv1UNY/iwa+c893SPca9MMX3YBTQ=,32.83,102803
2010-03-12 16:26:35.270 UTC,d5ZkouyRRnfR1SbvYuQdE8ybc+jvsUQqLopnBlkfzH8=,72.0,95038
2014-08-12 12:20:41.243 UTC,NJTsV4Cxlpdvktd0splAtEbMP809FZ31YfAVTul+ubM=,86.0,452
2013-07-04 11:49:23.990 UTC,IOp4TMNvWtWlftsnMkjduwcuB+CDUkvquyvSn+z84U8=,57.18,105010
2010-01-22 13:20:51.700 UTC,oakYm5frTseiGjnKN03ySkHURy4HwMFJwzZfFN3XybU=,85.97,85713
2014-08-15 12:22:06.990 UTC,B2qJLOvgxm2d9wWGOvmUWW+rETKD/vwLSKgxIUOwkGY=,51.5,105927
2013-09-08 14:48:28.957 UTC,jyXxJ8hIVj+e5sXlr3o6YCBIaY5/Xn4e9kFKvN1ZJZo=,10.1,107746
2014-09-18 08:55:37.513 UTC,x7w675x2w7ZZ8gn/xoig40RIXY0vnmDLSBTuUmoh+es=,43.0,104746
2011-07-28 23:20:05.077 UTC,i51pAifMli9c8RDbfacUg42SdLO8icBfF6GSpXWtp9U=,50.13,100183
2014-07-30 18:43:38.653 UTC,27rG7FYZb2OAostGx3LrL3C35ig9JUPyzxKqTUgHVrk=,41.2,106093
2014-06-29 10:09:19.863 UTC,ZlcxggRKB4QpLOsZ6aqYXxgMuP1TrcvZaOyz785v34o=,97.03,106078
2014-12-21 12:22:14.800 UTC,lx9YcKEA+i4rCbCdu4L27B3MGUCwKIuDIqHRdY1cggY=,118.6,105769
2012-02-28 14:34:09.290 UTC,k8gxYLPfBKNfXgZYYSmFilCDBuvSVzUbOrM4Cuuucpo=,10.15,107732
2013-10-29 13:07:15.983 UTC,wITaFX70YY0HFJh2HY1P6u/2XveIMbT7rjn3T8i74OU=,68.32,105866
2014-12-23 11:34:40.940 UTC,smfvF8BL21LrDxgkbWS4g+moNrZt6V7mUO48w9Jr1jA=,65.9,105808
2010-02-10 17:28:28.197 UTC,/ivvp4yK7kD1raRFhQZMR25113iOJrkowk/nrw9rMZU=,48.0,95130
2014-07-13 15:38:36.313 UTC,e7Y/unXI67Wk0LZB5YahlRg5smP5yoGoEQ47BLToHlI=,12.2,563
2014-01-17 15:52:41.220 UTC,ZePwmFxXN2gnXsIjc4GOi6UxY0zi5+vFrCy7I5IEWHQ=,62.27,745
2013-07-26 12:36:18.027 UTC,h8eIfJpizCdycntap+fdQXd3uuMu7qMzo0PFb5k7ob4=,33.05,733
2013-09-04 20:31:32.253 UTC,MFacXA0sojTwNVV3R6HGZ8BCYVA1S4dycVWkTZ4P3Vc=,44.9,105646
2010-02-12 15:04:35.293 UTC,l9nN0yB3zei1Wkcv0ee3u4ZrWTmwniaB4mvSqMhoiH0=,6.2,107747
2014-07-30 17:42:18.557 UTC,Ht00ZnPjQ31rDrPpS/YoSiBIYoTtIyNrtjL0xKYQ+xM=,41.0,105221
2014-08-13 13:25:09.630 UTC,9TLIxjww6KMHXihnRrutw/RztGRplH9ejtjYkiR+/v8=,46.0,105325
2014-06-23 23:23:09.773 UTC,Jzd7SLCvNAW0FV+qzeboOok6bVeHSs/KEHi7tulVMB4=,51.5,732
2014-12-20 14:52:42.110 UTC,vhPF84jSZDy8ECIJ5UwIbM62dQCURUBTgu5Zk6AWW7o=,98.8,105826
2013-08-04 20:12:45.910 UTC,0JwARBQH0cOaqi5uJcbCvfVxRU08CCO4oe4Ffw7+Ays=,11.85,107746
2010-02-11 10:06:38.187 UTC,hgf3BVKUE6Rip+R0lpNR19r457ylEe6RxExnGn2i94A=,6.27,107747
2010-03-10 14:09:57.897 UTC,l3l3BtninHAXz4QZKHqnIH34cApQ8Sl74dDNrIlzIDY=,94.0,95199
2010-04-23 18:56:47.940 UTC,RdK0b3mVUliTHiQfPOK+tNXPG4rHKPz/UP9sDpiYmzs=,57.98,95886
2013-12-11 19:07:59.270 UTC,TFPVaDrm2FrG8+YW11a/zrOXcdRcgoZ/c/mzCY+dbe0=,65.33,105769
2014-07-15 09:52:16.627 UTC,vXMVrcnMLovJU2tQF/N2coPpYGG+v3HAygZg+VMMV5g=,61.8,105748
2010-10-13 18:28:07.453 UTC,/pqVxbXDhq2ovpoDAX2oYW3O4wAp1NNCxGYwSCIhHfQ=,98.0,97905
2012-08-05 03:02:09.797 UTC,SZcVYIL7JTA7qUduoOOVDm6FzuEcO58tABlXCGauUFc=,32.98,86037
2010-03-24 22:13:56.400 UTC,bTCxOkbDm0TBURO2bYuIAfvPUwqxLf+5aaDSgbSX6rU=,62.0,86892
